 time                v(agudos)           v(entrada)          v(graves)           v(medio_alto)       v(medios)           v(pre)              v(salida)          
 0.000000000000e+00  0.000000000000e+00  0.000000000000e+00  0.000000000000e+00  0.000000000000e+00  0.000000000000e+00  0.000000000000e+00  0.000000000000e+00 
 1.000000000000e-07  1.575693846689e-03  6.283184893763e-04  5.851420497027e-07  1.579942028911e-03  4.377003997469e-06  1.580312225769e-03 -1.580649670138e-03 
 1.084018688790e-07  1.708047860120e-03  6.811089771494e-04  6.384353880007e-07  1.712682949574e-03  4.775643936306e-06  1.713087967232e-03 -1.713455085624e-03 
 1.252056066371e-07  1.972688494561e-03  7.866899468542e-04  7.532827481782e-07  1.978157340773e-03  5.634687266998e-06  1.978639435151e-03 -1.979068548302e-03 
 1.588130821533e-07  2.501565631519e-03  9.978518587783e-04  1.032538481160e-06  2.509061446290e-03  7.723160900142e-06  2.509742301982e-03 -2.510311289655e-03 
 2.260280331856e-07  3.557705352250e-03  1.420175539730e-03  1.789263103680e-06  3.570690894776e-03  1.337972038762e-05  3.571947676392e-03 -3.572860044301e-03 
 3.604579352502e-07  5.663542325237e-03  2.264822066412e-03  4.095317701847e-06  5.693234279533e-03  3.059583446330e-05  5.696356324734e-03 -5.698210684560e-03 
 6.293177393794e-07  9.849571806626e-03  3.954109669804e-03  1.187586828344e-05  9.935455289451e-03  8.851691468692e-05  9.945159913514e-03 -9.949924789897e-03 
 1.167037347638e-06  1.812004702151e-02  7.332646204097e-03  4.009486495704e-05  1.840840469958e-02  2.973374245130e-04  1.844266982334e-02 -1.845740548136e-02 
 2.242476564155e-06  3.426247199968e-02  1.408942960441e-02  1.470370048935e-04  3.530809700896e-02  1.079200873846e-03  3.543696108864e-02 -3.548856792415e-02 
 4.393354997188e-06  6.501347826270e-02  2.760075798096e-02  5.619108155770e-04  6.892077448720e-02  4.040236141009e-03  6.941991365238e-02 -6.961534675790e-02 
 8.695111863255e-06  1.208290017239e-01  5.460582538563e-02  2.187280027101e-03  1.353843789257e-01  1.510417374993e-02  1.373415790149e-01 -1.381199030213e-01 
 1.729862559539e-05  2.128394415486e-01  1.084765919269e-01  8.551926210203e-03  2.651472924044e-01  5.463623390096e-02  2.728343782946e-01 -2.760264975537e-01 
 2.729862559539e-05  2.927130386233e-01  1.706825310529e-01  2.100813317520e-02  4.103612740873e-01  1.236975721695e-01  4.292913468380e-01 -4.374169943000e-01 
 3.729862559539e-05  3.500958288787e-01  2.322148642062e-01  3.867048772372e-02  5.491475338349e-01  2.105522861821e-01  5.840540985519e-01 -5.993162055197e-01 
 4.729862559539e-05  3.903759807581e-01  2.928307513795e-01  6.127695526084e-02  6.811159920180e-01  3.092450604890e-01  7.365118555608e-01 -7.608949529282e-01 
 5.729862559539e-05  4.175316242618e-01  3.522909693587e-01  8.855298283743e-02  8.058983071242e-01  4.151805961737e-01  8.860629367409e-01 -9.212615182269e-01 
 6.729862559539e-05  4.345039761392e-01  4.103608558282e-01  1.202123283438e-01  9.231494986452e-01  5.247973996447e-01  1.032117132330e+00 -1.079509386090e+00 
 7.729862559539e-05  4.434722345322e-01  4.668112354758e-01  1.559579451568e-01  1.032549472642e+00  6.353215199197e-01  1.174098033167e+00 -1.234746760622e+00 
 8.729862559539e-05  4.460560858715e-01  5.214193244428e-01  1.954829181486e-01  1.133804443758e+00  7.445807083277e-01  1.311445305415e+00 -1.386114167891e+00 
 9.729862559539e-05  4.434648657334e-01  5.739696095501e-01  2.384714476357e-01  1.226648247102e+00  8.508642398519e-01  1.443616902106e+00 -1.532794422043e+00 
 1.072986255954e-04  4.366074038553e-01  6.242546988302e-01  2.845998760895e-01  1.310843538493e+00  9.528172297869e-01  1.570091202506e+00 -1.674017813660e+00 
 1.172986255954e-04  4.261728918646e-01  6.720761400089e-01  3.335377543699e-01  1.386182873975e+00  1.049361005193e+00  1.690369070275e+00 -1.809064415169e+00 
 1.272986255954e-04  4.126903942670e-01  7.172452037053e-01  3.849489421118e-01  1.452489665244e+00  1.139633146347e+00  1.803975823568e+00 -1.937264733667e+00 
 1.372986255954e-04  3.965726140887e-01  7.595836282609e-01  4.384927380597e-01  1.509619014105e+00  1.222942369990e+00  1.910463108448e+00 -2.057999490140e+00 
 1.472986255954e-04  3.781480506295e-01  7.989243232565e-01  4.938250356354e-01  1.557458412368e+00  1.298734605080e+00  2.009410668048e+00 -2.170699008548e+00 
 1.572986255954e-04  3.576845997013e-01  8.351120289420e-01  5.505994987907e-01  1.595928311814e+00  1.366567495279e+00  2.100428001955e+00 -2.274842494401e+00 
